annotator_name,post_id,display_num,label,reason,time_spent_sec,timestamp,attribution_source,unsafe_categories
Ines,at://did:plc:fxmz3jbisnp7ftt6h5tt72pu/app.bsky.feed.post/3lr2jqibgss2f,150,Safe,safe,15.5,2026-05-07T13:51:05.177Z,Text,
Ines,at://did:plc:cc75hbromq5jkznm6u6jzwgl/app.bsky.feed.post/3lt2jphtr722p,151,Unsafe,promotion of voilence,24.5,2026-05-07T13:51:31.226Z,Text,S9
Ines,at://did:plc:ocqjm6ds4knr2ei6u5wlcr7b/app.bsky.feed.post/3lyf4ka7yec2t,152,Safe,safe,25.8,2026-05-07T13:51:57.313Z,Text,
Ines,at://did:plc:dzezcmpb3fhcpns4n4xm4ur5/app.bsky.feed.post/3m6xsabgwxs2q,153,Safe,safe,24.2,2026-05-07T13:52:22.837Z,Text|Image,
Ines,at://did:plc:6xac6zsjvt3r3asbtpgnu2av/app.bsky.feed.post/3ll2qgpaipk2b,154,Safe,narrating a story and not hate comment,42.5,2026-05-07T13:53:04.128Z,Text,
Ines,at://did:plc:lv2irzx4trcp3ydnhcm3jbdo/app.bsky.feed.post/3lxl5egwntc2a,155,Safe,safe,29.3,2026-05-07T13:53:33.805Z,Text,
Ines,at://did:plc:7seb2lucckhou2kdorbfetyn/app.bsky.feed.post/3lnw762emb22m,156,Safe,safe,16.1,2026-05-07T13:53:49.427Z,Text,
Ines,at://did:plc:mmnnbnay5nxc7pb3bzwndof6/app.bsky.feed.post/3m7repuozos2j,157,Unsafe,self cutting,30.2,2026-05-07T13:54:19.626Z,Video,S4
Ines,at://did:plc:fbyv2oimblwgfza2e4a5d66v/app.bsky.feed.post/3lomlau2sxc2l,158,Safe,safe,28.8,2026-05-07T13:54:48.107Z,Text,
Ines,at://did:plc:eu6urrd67yaoywvt6nzcl6ou/app.bsky.feed.post/3kximtokzcy2j,159,Safe,safe,53,2026-05-07T13:55:43.107Z,Text,
Ines,at://did:plc:3uogztpu7svvebkixxsxo4or/app.bsky.feed.post/3mingrotqxy2l,160,Safe,safe,16.6,2026-05-07T13:55:57.819Z,Text|Image,
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3m3py24f4wa2d,161,Safe,safe,24.3,2026-05-07T13:56:22.337Z,Text|Image,
Ines,at://did:plc:cw3amzi4mgt3xusss5iwhkxr/app.bsky.feed.post/3lu3o4zetak2q,162,Safe,safe,45.5,2026-05-07T13:57:09.605Z,Text|Image,
Ines,at://did:plc:lm4iwpdxtdlhmpafqgofyu6m/app.bsky.feed.post/3m6ysblzubc2z,163,Safe,safe,15.8,2026-05-07T13:57:25.280Z,Text,
Ines,at://did:plc:2dxug72owdc6nf2sv6dq4ey5/app.bsky.feed.post/3lz4jhnr5sr2u,164,Unsafe,"bloody bodies , scenes from a movie/serie",36.6,2026-05-07T13:58:00.853Z,Image,S7
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3lsyquqnyqx22,165,Safe,safe,18.4,2026-05-07T13:58:18.304Z,Text|Image,
Ines,at://did:plc:6xofcnvvojjnmggqx43zghwh/app.bsky.feed.post/3lio5plfhvv2v,166,Safe,safe,43.3,2026-05-07T13:59:01.932Z,Text|Image,
Ines,at://did:plc:mqvtld7a2wbvw7awvngqhbyb/app.bsky.feed.post/3lwoqll2cpk2n,167,Unsafe,promoting porn content and sexually provocative image,63.5,2026-05-07T14:00:05.358Z,Text|Image,S1
Ines,at://did:plc:3uogztpu7svvebkixxsxo4or/app.bsky.feed.post/3mbuj75237a2l,168,Safe,safe,52,2026-05-07T14:00:57.643Z,Text|Image,
Ines,at://did:plc:yvbyhhmtfyv3nzg5g7lfw3rl/app.bsky.feed.post/3lxgd3wkti22w,169,Safe,safe,16.8,2026-05-07T14:01:13.993Z,Text,
Ines,at://did:plc:7km7z3b244ygbzyz3q4ys7so/app.bsky.feed.post/3lpfrjpmytk2z,170,Unsafe,animated animal sexually,25.5,2026-05-07T14:01:41.467Z,Image,S3
Ines,at://did:plc:3bybp6nqszlhuan2ch2cmv66/app.bsky.feed.post/3l4bauz34gm2k,171,Safe,safe,22,2026-05-07T14:02:01.827Z,Text,
Ines,at://did:plc:aqkcfnuyrcvxyp7re4v3fygd/app.bsky.feed.post/3lua3z65qvf2d,172,Safe,safe,17.2,2026-05-07T14:02:18.826Z,Text|Image,
Ines,at://did:plc:lr36xv2l64jwtnyoaqem6z2z/app.bsky.feed.post/3mehkewx2vv2z,173,Safe,safe,20.8,2026-05-07T14:02:41.875Z,Text|Image,
Ines,at://did:plc:rthtt4f2tucte7erjdxgjcmr/app.bsky.feed.post/3m6zoassrzk26,174,Safe,safe,18.7,2026-05-07T14:02:56.392Z,Text|Image,
Ines,at://did:plc:qtg5imfwej5xhwlvl745wkxf/app.bsky.feed.post/3lxhtb2er4s2t,175,Unsafe,promotes violence and rude language,47.7,2026-05-07T14:03:48.025Z,Text,"S9,S8"
Ines,at://did:plc:ytl5aa5f5bs6qx4dail2lapf/app.bsky.feed.post/3m5jrljephk27,176,Safe,erotic book promotion,51.8,2026-05-07T14:04:38.156Z,Text|Image,
Ines,at://did:plc:3t3zmujcpsbvulhyoulaknt5/app.bsky.feed.post/3maslmzfuac2o,177,Safe,safe,22.9,2026-05-07T14:05:01.038Z,Text,
Ines,at://did:plc:7ycz737b6i4dojg24szhyblk/app.bsky.feed.post/3ln2vakl7c22t,178,Safe,safe,9.9,2026-05-07T14:05:10.807Z,Text,
Ines,at://did:plc:mkkjg4rjnijktzovwutktu6b/app.bsky.feed.post/3lx6nrjkyzs2n,179,Safe,could be seen as thret but we dont have a context on who is the nazi in this case,54.2,2026-05-07T14:06:07.517Z,Text,
Ines,at://did:plc:ly3lj4xmcqajh3pxd23srqwd/app.bsky.feed.post/3k5hec6vtmz27,180,Safe,safe,16.2,2026-05-07T14:06:24.238Z,Text,
Ines,at://did:plc:7i6uznmq36qny7bywdjuue34/app.bsky.feed.post/3lnugemrehs24,181,Safe,"nothing rude , personal opinion",47.1,2026-05-08T09:48:59.546Z,Text,
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3lgxfdmx6lk2t,182,Safe,safe,11.1,2026-05-08T09:49:11.102Z,Text,
Ines,at://did:plc:gdnxkcxw6t2skvctldvysjmj/app.bsky.feed.post/3lkucelkgyc2l,183,Unsafe,slef cutting,19.8,2026-05-08T09:49:30.513Z,Text|Image,S4
adash,at://did:plc:v5hnosv6seqy6z7gasnxji7x/app.bsky.feed.post/3lyrcy4o4fs2f,10013,Safe,NA.,46.7,2026-05-08T15:19:50.011Z,Text,
adash,at://did:plc:kaxwhrcwrqdxm2ppaaczwhcn/app.bsky.feed.post/3lupsj5jire2h,10014,Safe,No text.,77.5,2026-05-08T15:21:06.431Z,Text,
adash,at://did:plc:wjkwazhtmuvcvar6nloz5uv4/app.bsky.feed.post/3lx5qcmpfcs2c,10015,Safe,Strong language but does not fit the guideline to be labeled.,71.4,2026-05-09T08:39:39.985Z,Text,
adash,at://did:plc:2segyv655ckqdgkvsqaiianr/app.bsky.feed.post/3lvm4iad5kc2l,10016,Safe,Opinion.,69.5,2026-05-09T08:40:49.619Z,Text,
adash,at://did:plc:ohd6kx62qhbpnyhkx57iszpw/app.bsky.feed.post/3lmhnusvcuc2z,10017,Safe,Without context it is benign.,42.7,2026-05-09T08:41:33.231Z,Text,
adash,at://did:plc:hd6lprpb5h5otlaaouv55g6a/app.bsky.feed.post/3m2iopns5bs2t,10018,Unsafe,"While it is measured, it essentially points at two ethnic groups for being more capable of organized violence.",98.9,2026-05-09T08:43:11.947Z,Text,S6
adash,at://did:plc:gp2uh5ft6quwaxscnn5ue4ug/app.bsky.feed.post/3lvakik6clt2r,10019,Safe,Benign.,34.5,2026-05-09T08:43:45.422Z,Text|Image,
adash,at://did:plc:anhzzbrdangjenor6htmcdhk/app.bsky.feed.post/3m7jt5p46fs2r,10020,Safe,Benign post.,60.8,2026-05-09T08:44:46.115Z,Text,
adash,at://did:plc:3gvy6erpia4o2u4en23wu2kb/app.bsky.feed.post/3lwkylxqfpk2x,10021,Safe,Opinion.,51.3,2026-05-09T08:45:38.128Z,Text,
adash,at://did:plc:6vhucndoxj4zqjad74dxbt5n/app.bsky.feed.post/3loelobkft22k,10022,Safe,News.,28.2,2026-05-09T08:46:05.752Z,Text,
adash,at://did:plc:q3q36gzyk7xh2phvpn2kvtph/app.bsky.feed.post/3m3kznicgjc22,10023,Safe,Seems like a condolence / sympathy message.,69.7,2026-05-09T08:47:15.867Z,Text,
adash,at://did:plc:nvpxyvox25lejchrix4s3itx/app.bsky.feed.post/3lobqeh4mbc2w,10024,Safe,NA.,47.6,2026-05-09T08:48:04.035Z,Text,
adash,at://did:plc:23gwbfxriupqxrkktiqhdhrz/app.bsky.feed.post/3lxhgkxjwbs2t,10025,Safe,Research and image.,28.7,2026-05-09T08:48:33.394Z,Text|Image,
adash,at://did:plc:nwshywgceghzistqxcwzfmm6/app.bsky.feed.post/3ma4r7rxe6c2t,10026,Safe,Seems safe.,41.4,2026-05-09T08:49:15.536Z,Text|Image,
adash,at://did:plc:jrferfzdqw5w4pljopayp6ut/app.bsky.feed.post/3ltyvdkmn722i,10027,Safe,Benign question.,43.6,2026-05-09T08:49:56.500Z,Text,
adash,at://did:plc:x7ot5wumcjaciha65er6s3t7/app.bsky.feed.post/3ltmnksqfok2f,10028,Safe,Did not seem anything harmful.,51.3,2026-05-09T08:50:50.665Z,Text,
adash,at://did:plc:qlp2epxpwc2cterrbwmeiha4/app.bsky.feed.post/3ltwxbi4yd22w,10029,Safe,Seems a comment. Benign in isolation as it is just laughing emoji.,38.2,2026-05-09T08:51:28.401Z,Text,
adash,at://did:plc:mkpovxqpq2nwmxylhzrxf2fc/app.bsky.feed.post/3m4qwrtmyt22f,10030,Safe,Sports opinion and question.,21.6,2026-05-09T08:51:48.141Z,Text,
adash,at://did:plc:wjwf62qs7z7gthi6jigtokfs/app.bsky.feed.post/3lvsau3isfk23,10031,Safe,"Criticizing Fox News. But, it is within limits.",54.5,2026-05-09T08:52:42.373Z,Text,
adash,at://did:plc:tk4qw6vlsvalpav4jhg42yet/app.bsky.feed.post/3m6udlxavzk2x,10032,Safe,Video link of a song.,41.5,2026-05-09T08:53:23.838Z,Text,
adash,at://did:plc:jefmapyqsw3vsignxddb6irm/app.bsky.feed.post/3m5j7byweg22f,10033,Safe,NA.,105.8,2026-05-09T08:55:11.203Z,Text,
adash,at://did:plc:dhj7vzolfiy2ngs5acxdwuq7/app.bsky.feed.post/3lypqwofyds2z,10034,Safe,Opinion.,18.4,2026-05-09T08:55:28.059Z,Text,
adash,at://did:plc:aiocfripewyyeoyg5pir65i2/app.bsky.feed.post/3m6khbtx6cx2t,10035,Safe,Safe.,16.3,2026-05-09T08:55:45.218Z,Text|Image,
adash,at://did:plc:x5ba2cm5nwrmkwkdhsbdfoay/app.bsky.feed.post/3m2rc3xztt22l,10036,Safe,Opinion.,65.7,2026-05-09T08:56:51.433Z,Text,
adash,at://did:plc:sgjhrd3n4upf6ctfhnspdxjs/app.bsky.feed.post/3lxdfufvvle23,10037,Unsafe,Inciting threat (dead or alive). You -- seems to be pointed to someone.,84.4,2026-05-09T08:58:15.777Z,Text,"S9,S8"
adash,at://did:plc:lfyjz5mjz2y4nus3g5ydyaue/app.bsky.feed.post/3lxz7zewzt225,10038,Unsafe,I'm going to beat you to a pulp! -- This is the translated version. So it incites violence.,65.6,2026-05-09T08:59:19.683Z,Text,S9
adash,at://did:plc:rkgpozk4ohpkvllnbdygx3xi/app.bsky.feed.post/3lqcgkdnci22b,10039,Safe,Criticizing someone who seems to be racist toward black people.,53.7,2026-05-09T09:00:15.476Z,Text,
adash,at://did:plc:cmekj6ihbuhlprzmn7rgfsro/app.bsky.feed.post/3m77b25hzic23,10040,Safe,NA.,18.2,2026-05-09T09:00:35.409Z,Text,
adash,at://did:plc:krrv6ensqkwehcd632c7zmi6/app.bsky.feed.post/3m6irgkftrc26,10041,Safe,"Strong political opinion, but it is within guidelines.",64.4,2026-05-09T09:01:37.809Z,Text,
adash,at://did:plc:ora2a2wgh7h35bvr4736b3o5/app.bsky.feed.post/3lpehl3tsuk2p,10042,Safe,It is a bit of a clickbait but still safe.,49.5,2026-05-09T09:02:27.493Z,Text,
adash,at://did:plc:7qsf5ypfoelbn4rnizzkhwts/app.bsky.feed.post/3m77egcqtkg24,10043,Safe,NA.,71.4,2026-05-09T09:03:39.052Z,Text|Image,
adash,at://did:plc:7yxz2nkuzd6j4qkfoztqkz7g/app.bsky.feed.post/3lpsv3ca4722m,10044,Safe,NA.,15.6,2026-05-09T09:03:52.964Z,Text,
adash,at://did:plc:sryoh2lytue6wy5qg2w7tc3p/app.bsky.feed.post/3m4h6glndys2t,10045,Safe,NA.,30.3,2026-05-09T09:04:22.874Z,Text,
adash,at://did:plc:gytyuaodsolx7amahcvjjxyr/app.bsky.feed.post/3lr5cc6azm22y,10046,Safe,Benign meme in isolation. But it seems to be a comment.,29.7,2026-05-09T09:04:52.583Z,Text|Image,
adash,at://did:plc:emzrxjrsgfug7ahsx77bexgx/app.bsky.feed.post/3m7gdntxy4s2c,10047,Safe,Text is just the name of a country.,30.7,2026-05-09T09:05:23.196Z,Text,
adash,at://did:plc:7uewgy3btp6xmab3oo4mskrj/app.bsky.feed.post/3m3646l262a2z,10048,Safe,acting promotion.,23.4,2026-05-09T09:05:47.525Z,Text,
adash,at://did:plc:7lxx4d3erq34mhlcvvi7kzgn/app.bsky.feed.post/3lwmsdtaivc2r,10049,Safe,Does not seem to violate any guidelines.,48,2026-05-09T09:06:35.838Z,Text|Image,
adash,at://did:plc:ilpzctn6tforvjyixc37smcg/app.bsky.feed.post/3lyil6vqkbc27,10050,Safe,NA.,29.3,2026-05-09T09:07:05.494Z,Text,
adash,at://did:plc:pm6vyse7fu2laibh3x7drqic/app.bsky.feed.post/3lzqslzlhr22n,10051,Unsafe,The text seems to be very intolerant saying Republicans hate women -- seems like a very biased thing to be directed toward people of a particular political ideology.,111.5,2026-05-09T09:08:57.059Z,Image,S6
adash,at://did:plc:c3ebmslopd74ruqfl2ui6bpa/app.bsky.feed.post/3ln26ousfvk2v,10052,Safe,Safe content.,20.9,2026-05-09T09:09:20.116Z,Text|Image,
adash,at://did:plc:a6emuhnanmdmo4hqudfrqykw/app.bsky.feed.post/3llwhqvx5nk2q,10053,Safe,NA.,42.1,2026-05-09T09:10:00.567Z,Text|Image,
adash,at://did:plc:w4czlwfksnucpqzk24lq4b6f/app.bsky.feed.post/3lnl75hmqyk22,10054,Safe,NA.,34.1,2026-05-09T09:10:35.209Z,Text,
adash,at://did:plc:4phi6mpwgchvmii2rubncned/app.bsky.feed.post/3lyaqgoqln22h,10055,Safe,NA.,23.5,2026-05-09T09:10:58.071Z,Text,
adash,at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lrvp3nxyff23,10056,Safe,NA.,20,2026-05-09T09:11:19.856Z,Text,
adash,at://did:plc:jn2dixpb6av7twfxhefvan5f/app.bsky.feed.post/3m5gx4qjzy22q,10057,Safe,It seems like a comment but it is not inciting hate. But still it seems a bit of a stereotype.,277.5,2026-05-09T09:15:53.778Z,Text,
adash,at://did:plc:tgjxdkhvvmhfum27bnshdywe/app.bsky.feed.post/3lv3my6y3v22u,10058,Safe,NA.,18.3,2026-05-09T09:16:12.701Z,Text|Image,
adash,at://did:plc:fi4yg27jn6n72bsgbtrqqhey/app.bsky.feed.post/3lmzm5crm2s2r,10059,Safe,Did not understand the image fully.,82.5,2026-05-09T09:17:34.529Z,Text,
adash,at://did:plc:h5wsnqetncv6lu2weom35lg2/app.bsky.feed.post/3m2eiogmv722u,10060,Safe,NA.,32.1,2026-05-09T09:18:07.368Z,Text,
adash,at://did:plc:iyjg5qmqr6nqvosx75of2axs/app.bsky.feed.post/3lyb264agms2t,10061,Safe,NA.,15.1,2026-05-09T09:18:22.100Z,Text,
adash,at://did:plc:fa2cnujk4yief74kif5cwq4e/app.bsky.feed.post/3lnqu47u4ak27,10062,Safe,NA.,15.7,2026-05-09T09:18:38.060Z,Text,
adash,at://did:plc:emxi4q55jrrm2dilekqcy4qz/app.bsky.feed.post/3lxe7y3u5f22m,10063,Safe,NA.,64.6,2026-05-09T09:19:45.617Z,Text,
adash,at://did:plc:fi6dvj2rffo4qyom7xvoofyz/app.bsky.feed.post/3lqnq7lu62s23,10064,Safe,Post about preference.,28,2026-05-09T09:20:11.956Z,Text,
adash,at://did:plc:fkxdsdsfn7jx7243yrlrez72/app.bsky.feed.post/3lqltg5bxe223,10065,Safe,NA.,22,2026-05-09T09:20:34.113Z,Text,
adash,at://did:plc:jv2tkjbd5gtui3px2me3zav5/app.bsky.feed.post/3mb7gnmignk2f,10066,Unsafe,Seems hateful and rude.,109.7,2026-05-09T09:22:23.648Z,Text,"S6,S8"
adash,at://did:plc:f4okyu6gdmf7xgibawtz3bkr/app.bsky.feed.post/3lx2qikd4fs2i,10067,Safe,NA.,24.3,2026-05-09T09:22:47.906Z,Text,
adash,at://did:plc:s5oja3whz2qhbt47pt2jox66/app.bsky.feed.post/3m3qckre6732i,10068,Safe,NA.,41.4,2026-05-09T09:23:29.450Z,Text|Image,
adash,at://did:plc:xnsctr5wazpalifkfto7qodr/app.bsky.feed.post/3ltdd6yjdng2a,10069,Safe,Movie reviews.,25.6,2026-05-09T09:23:54.970Z,Text,
adash,at://did:plc:2p73aps4rcx72kako2lkgfqp/app.bsky.feed.post/3m5dezehnx223,10070,Safe,NA.,23.6,2026-05-09T09:24:19.033Z,Text,
adash,at://did:plc:j7hpphd76bqyzszi6xg3jji5/app.bsky.feed.post/3m5q5md3x4k2y,10071,Safe,NA,49.7,2026-05-09T09:25:06.109Z,Text,
adash,at://did:plc:ba223jc3oghymd6rhbu3h4aw/app.bsky.feed.post/3m64gz5ll3k27,10072,Safe,Sports statistics.,17.2,2026-05-09T09:25:23.536Z,Text,
adash,at://did:plc:teuegf63goywm5gsn22brdur/app.bsky.feed.post/3mb5euuuo6o22,10073,Safe,NA.,17.6,2026-05-09T09:25:42.066Z,Text|Image,
adash,at://did:plc:tggqsif4geczcpwooyx5duh3/app.bsky.feed.post/3lnyujljtfmw2,10074,Safe,NA.,18.8,2026-05-09T09:25:59.882Z,Text|Image,
adash,at://did:plc:ikc3odlbzwpbph4x4ik6kgxf/app.bsky.feed.post/3lwd2pqx4622q,10075,Safe,NA.,13.1,2026-05-09T09:26:16.318Z,Text,
adash,at://did:plc:sodzedczgimdffjdqik6esqp/app.bsky.feed.post/3m6akqhi2722j,10076,Safe,NA.,77.6,2026-05-09T09:27:33.185Z,Text,
adash,at://did:plc:t2t3rafk4hyafmik6bavqcjb/app.bsky.feed.post/3lpskbb32522i,10077,Safe,Political meme.,21.4,2026-05-09T09:27:52.011Z,Text,
adash,at://did:plc:kcvkd3yqaasjomhr62ut7xyp/app.bsky.feed.post/3lnvx564ma32p,10078,Safe,"Strong language in criticism. But, does not seem to violate.",106.4,2026-05-09T09:29:38.638Z,Text|Image,
adash,at://did:plc:3aukgnmlz6kkj2xk6foe65ew/app.bsky.feed.post/3lwbkl2nhjk2c,10079,Safe,NA.,60.2,2026-05-09T09:30:41.429Z,Text|Image,
adash,at://did:plc:spti6rmnkg573ecdthjpczpj/app.bsky.feed.post/3llxiapedfv27,10080,Safe,NA.,23.7,2026-05-09T09:31:06.938Z,Text|Image,
adash,at://did:plc:itrrsi3o2jxksge6jmc3mhnj/app.bsky.feed.post/3lzkl4zbb2k2s,10081,Safe,NA.,23.2,2026-05-09T09:31:29.317Z,Text,
adash,at://did:plc:gaza6ecuxivl5befymr7x2jx/app.bsky.feed.post/3lvugn3aliq52,10082,Safe,Fire in some place.,28.8,2026-05-09T09:31:55.147Z,Image,
adash,at://did:plc:mvwiyh2vxrls6b4wgjbcmar4/app.bsky.feed.post/3m4y2tqwuak2h,10083,Safe,NA.,24.4,2026-05-09T09:32:18.553Z,Text,
adash,at://did:plc:tqfshsr5opl3lmbicp7zfrwu/app.bsky.feed.post/3m5jrxm4smk2u,10084,Safe,NA.,27.7,2026-05-09T09:32:46.749Z,Text,
adash,at://did:plc:wep7vyogaxq6h6mqrkeiluzx/app.bsky.feed.post/3lxy5oe2flc2r,10085,Safe,NA.,48.8,2026-05-09T09:33:35.174Z,Text|Image,
adash,at://did:plc:dfjy4ifzrxxy47434ono3eda/app.bsky.feed.post/3lsguxivtuc2x,10086,Safe,NA.,37.9,2026-05-09T09:34:12.918Z,Text,
adash,at://did:plc:vb2jxipnbxshsmanf5oy4iqz/app.bsky.feed.post/3lvbtwc3bik2g,10087,Safe,NA.,17.6,2026-05-09T09:34:30.772Z,Text,
adash,at://did:plc:mgbfblewkb2bsvq4uchv5eon/app.bsky.feed.post/3lylfngaz7225,10088,Safe,NA.,15.1,2026-05-09T09:34:45.540Z,Text,
adash,at://did:plc:o7o7t5fot77egkx2asy7kwsl/app.bsky.feed.post/3lxuednqmjr2k,10089,Safe,NA.,13.6,2026-05-09T09:34:59.670Z,Text|Image,
adash,at://did:plc:dkui7eej4de3n3kg7q26yeiw/app.bsky.feed.post/3ly5wiehioc2n,10090,Safe,NA.,31.5,2026-05-09T09:35:31.023Z,Text,
adash,at://did:plc:2y7s7lmf2ve3grjgq5ttjqbe/app.bsky.feed.post/3m2aaszm37k2k,10091,Safe,NA.,54,2026-05-09T09:36:24.771Z,Text,
adash,at://did:plc:g2afngubuz7doawiuucnzb2x/app.bsky.feed.post/3m7ajevaebc2f,10092,Safe,NA.,20.7,2026-05-09T09:36:45.839Z,Text,
adash,at://did:plc:xlmfrm6jgyswnxvzjrtzlyub/app.bsky.feed.post/3lngltf7zes2v,10093,Safe,NA.,30.8,2026-05-09T09:37:16.498Z,Text,
adash,at://did:plc:sxnnkqq5bylzc6ycxqdawzvn/app.bsky.feed.post/3lobwacigts2f,10094,Safe,NA.,28.2,2026-05-09T09:37:44.878Z,Text,
adash,at://did:plc:dk5qgps4r4a4p2m4rj2bzsm5/app.bsky.feed.post/3m3aiip7wb22g,10095,Safe,NA. The things in quote are intolerant but the author seems to disagree with it,50.2,2026-05-09T09:38:34.673Z,Text,
adash,at://did:plc:jtdvu7evko5jgu7lvtrnbzkg/app.bsky.feed.post/3lzjvff2hzk2w,10096,Safe,NA.,13.9,2026-05-09T09:38:48.783Z,Text|Image,
adash,at://did:plc:moyqxob4i3uyu35d4slmwt22/app.bsky.feed.post/3lulhgzrqus2b,10097,Safe,NA.,21.9,2026-05-09T09:39:11.572Z,Text,
adash,at://did:plc:afv7ga2of3fp3fwewht6uewg/app.bsky.feed.post/3m72sdwylcs2x,10098,Safe,NA.,16,2026-05-09T09:39:30.472Z,Text,
adash,at://did:plc:i4arw6ns2bwjnsbil354hi6a/app.bsky.feed.post/3maw4swhlwc2x,10099,Unsafe,Seems sexually explicit fetishitic content.,146.3,2026-05-09T09:41:52.964Z,Text,S2
adash,at://did:plc:rcyqdnvwbhuz47s4pantbr5f/app.bsky.feed.post/3lmainh2w6s2f,10100,Safe,Preference opinion,27.5,2026-05-09T09:42:20.969Z,Text,
adash,at://did:plc:afgbwxbzfeoro2wbzabkap7g/app.bsky.feed.post/3m7wnpwjtbk2g,10101,Safe,Cakes and pastries.,22.8,2026-05-09T09:42:43.329Z,Text|Image,
adash,at://did:plc:poqymrwm37to4np6yy7vzmzi/app.bsky.feed.post/3m3hkwa2gtk23,10102,Safe,Safe.,44.6,2026-05-09T09:43:27.951Z,Text|Image,
adash,at://did:plc:xxwee64uc3x7fs754twltp4z/app.bsky.feed.post/3m2kdo4qybdf2,10103,Safe,NA.,27.9,2026-05-09T09:43:55.862Z,Text|Image,
adash,at://did:plc:bukpx47k6stw2uawe2vmf67h/app.bsky.feed.post/3luj4575pwc2c,10104,Safe,Merchant promotion.,24.9,2026-05-09T09:44:22.554Z,Text,
adash,at://did:plc:pznvqwcljrcaidoppwkimnis/app.bsky.feed.post/3ly4qddkr7s2k,10105,Safe,NA.,28.1,2026-05-09T09:44:50.199Z,Text|Image,
adash,at://did:plc:e2ceg2ufqjg2fibjzihquzzc/app.bsky.feed.post/3mayzuhwcrc26,10106,Safe,NA.,25.8,2026-05-09T09:45:15.033Z,Text,
adash,at://did:plc:kclgx7oxdbmki2f6v3fk5bwy/app.bsky.feed.post/3m24jcw3kls2v,10107,Safe,Criticism.,27.4,2026-05-09T09:45:41.814Z,Text,
adash,at://did:plc:ujjtobferhdtzri3xwpp2xt2/app.bsky.feed.post/3m6dgelyzac2d,10108,Safe,NA.,12.9,2026-05-09T09:45:56.064Z,Text,
adash,at://did:plc:fg6izjgp3xorkdtci2dxykjs/app.bsky.feed.post/3llqkoi2cv22r,10109,Safe,NA.,25.5,2026-05-09T09:46:22.279Z,Text,
adash,at://did:plc:g6l23yzxbu4fdqhtpsmpai65/app.bsky.feed.post/3lnrjke6z7k2m,10110,Safe,NA.,20.6,2026-05-09T09:46:42.618Z,Text,
adash,at://did:plc:vbuwe3y5zjcdoogx2t7mr2hu/app.bsky.feed.post/3luq6hhyxts2a,10111,Safe,It is a crazy post but cant flag it based on the policies.,32,2026-05-09T09:47:14.835Z,Text,
adash,at://did:plc:s5laona3qat7iy4fntz2evew/app.bsky.feed.post/3lrbyhcqp4a2z,10112,Safe,NA.,27.7,2026-05-09T09:47:42.836Z,Text,
adash,at://did:plc:ap5swcuuu6k5h5sc4vttbu6v/app.bsky.feed.post/3lxdqkjc7is2p,10113,Safe,NA.,16.3,2026-05-09T09:47:56.956Z,Text,
adash,at://did:plc:mismfjisvnn2wmxo4t5heslg/app.bsky.feed.post/3lysm6sdnfk2v,10114,Safe,NA.,28.8,2026-05-09T09:48:27.641Z,Text,
adash,at://did:plc:ise5pkwpm5tjfocfdtq2yidr/app.bsky.feed.post/3lz55ykjxak2q,10115,Safe,NA.,17.8,2026-05-09T09:48:45.089Z,Text,
adash,at://did:plc:w3cmajgxm76nbrsreeasjykh/app.bsky.feed.post/3lqmxwmr4ik2i,10116,Safe,Opinion.,24.8,2026-05-09T09:49:11.942Z,Text,
adash,at://did:plc:a56z6j37bnpiv3yuflehw56u/app.bsky.feed.post/3lynci4ooec2u,10117,Safe,Wrestling match schedule and promotion image.,27.9,2026-05-09T09:49:38.278Z,Text|Image,
adash,at://did:plc:iqnyobapm7lopuj67yj742p6/app.bsky.feed.post/3lrer2q3d522c,10118,Unsafe,Promotes violence toward someone.,40.9,2026-05-09T09:50:21.080Z,Text,S9
adash,at://did:plc:g7q63p4zs6ch72wu66xztqqj/app.bsky.feed.post/3ltn5vbbgzk2y,10119,Safe,NA.,73.4,2026-05-09T09:51:31.872Z,Text,
adash,at://did:plc:cb4d2ruxrb3xvzn4occpd4th/app.bsky.feed.post/3ltyoo4hzss2u,10120,Safe,NA.,25.9,2026-05-09T09:51:57.462Z,Text,
Ines,at://did:plc:mekadj2qbsnud7oe44kk42dt/app.bsky.feed.post/3lrwx3uyr7s2r,184,Safe,the words are not directed at a specific person,42.9,2026-05-09T12:53:15.707Z,Text,
Ines,at://did:plc:qzzfg3tljwmksgrbum3ijzb6/app.bsky.feed.post/3lmqaogi4vc2e,185,Safe,safe,17.9,2026-05-09T12:53:33.898Z,Text,
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3lhw5oie5mc2j,186,Safe,safe,32.4,2026-05-09T12:54:05.819Z,Text|Image,
Ines,at://did:plc:hpfiqanya35qgpixifjmh455/app.bsky.feed.post/3m2uxegrcuk2g,187,Safe,no context,12.2,2026-05-09T12:54:18.642Z,Text,
