video_id,summary,category,color_composition,keywords,creator_demographic,political_leaning,misinformation_indicators,sentiment,tone,hateful_content,hateful_explanation,hateful_target,hateful_severity,graphic_content,threatening_content,illicit_content,self_harm
7378515655609355552,"The video features two individuals discussing an impressive computer built inside the video game Terraria. The first individual in the video showcases the achievement, while the second person reacts with amazement and admiration, referring to the creator of the computer as a genius. They discuss the complexity and various components, including switches, gates, and basic circuits, explaining how these elements are constructed within the game and are used to calculate and display the Fibonacci sequence and implement a 32-bit RISC-V instruction set. The video emphasizes the educational aspect of the project, demonstrating how simple logic gates can be used to perform computations and make a computer operate within a game. The speakers are enthusiastic and impressed by the project's complexity and creativity.",Gaming,Colorful,"Terraria, computer, Fibonacci sequence, gates, instruction set, 32-bit, RISC-V, YouTube, video game",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7393839173922327841,"The video displays an interactive map showing an election results progression for the U.S. presidential candidate Joe Biden, with a specific electoral theme that 'only non-religious people could vote'. The map updates in real-time as virtual votes are cast for Joe Biden against Donald Trump. The video is a satirical take on election results in 2020, using humor and irony to discuss the idea that religious people might refrain from voting for one of the candidates. The final frame declares 'Biden wins 534-4'.",Politics,Colorful,"yapms.com, candidates, vote, non-religious, only religious people could vote, 2020, Joe Biden, Donald Trump, map",,Neutral,Misleading,Negative,Sarcastic,No,NA,NA,NA,No,No,No,No
7369576124948548897,"A rodent, possibly a marmot, is dressed in a red shirt with a logo and is held up by a person in a black shirt. The rodent appears to make a loud noise, possibly a squeal or a scream, as indicated by the repetitive 'aaaaah' sound in the transcript. The text overlay suggests that the rodent wants to bite the person's face. The setting appears to be an outdoor field.",Pets & Animals,Colorful,"rodent, marmot, red shirt, person, black shirt, outdoor, field, want, bite, face",,Neutral,None,Neutral,Sarcastic,No,NA,NA,NA,No,No,No,No
7360733570232552710,"The video features a woman holding a large decorative clock shaped like Ukraine, with Roman numerals on it. The clock has text in Ukrainian alongside the names of Ukrainian cities and regions, such as 'Херсон' (Kherson), 'Одесса' (Odessa), 'КИЇВ' (Kyiv), 'ЛУНИ' (Lviv), and 'ДУНАIO' (Dnipro). The clock shows the time with its hands. The woman stands in an outdoor setting with trees and a building in the background. The video contains contact information for 'Nawy Istapram,' a business indicated by the text 'Наві істапрам: old_house.ua' and a phone number '+380 (98) 319 43 76'. The scene does not appear to have humor, seriousness or any action, and it's set outdoors.",Entertainment & Shows,Naturalistic,"Ukraine, clock, Kyiv, Kherson, Odessa, Lviv, Dnipro, Nawy Istapram, old_house.ua",,Neutral,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7366304208150121774,The video features individuals of different ages trying out a new Geng Z hand gesture called 'hand heart.' The participants take turns forming heart shapes with their fingers as the camera captures their gestures and outfits. The participants seem enthusiastic about engaging with the trend.,Entertainment & Shows,Colorful,"hand heart, Geng Z, millennials, 90s, 00s",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7302492057975688490,The video features a person wearing a tie-dye tank top and hair ties on their hair. The text 'From the river to the sea' with watermelon emojis appears on screen. The filter suggests that the watermelon theme is used to express a statement about supporting Palestine. The person is also wearing gold hoop sunglasses and a bracelet on their right wrist. The background is a plain room with white walls.,Nonprofits & Activism,Colorful,"river, sea, watermelon, filter, sunglasses, support Palestine",,Center,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7289320054347468078,"The speaker discusses the political dynamics in the House of Representatives, particularly focusing on the Republican leadership race for Speaker. They explore potential scenarios including a deal with Democrats to elect a Speaker, leading to reactions from right-wing media figures like Steve Bannon. The speaker speculates on the explosive heads of right-wing commentators if a Republican had to negotiate with the Democrats for Speaker. The tone is sarcastic and anticipates dramatic reactions.","News, Politics",Bright,"Hobo Archie Bunker, explode, head, House of Representatives, Republicans, Democrats, Speaker, Hakeem Jeffries, Steve Bannon, Ben Shapiro",,Right,None,Neutral,Sarcastic,No,NA,NA,NA,No,No,No,No
7360854136440540459,"The video features a dialogue between two men at a doorway, one in a light grey shirt and black pants, and two others in dark outfits. They discuss a man named Mr. Beneke and his happiness, stating that their goal is to ensure he remains happy. The men in dark outfits express concern over maintaining Mr. Beneke’s happiness and discuss their methods to achieve it. The man in the grey shirt questions their motives and methods. The video ends with a montage of different scenes involving the characters in various outfits and settings, hinting at transformations or changes in their circumstances.",Comedy,Naturalistic,"Huel, Mr. Beneke, happy, checkbook, happiness, methods, question, motivation",,Neutral,None,Neutral,Sarcastic,No,NA,NA,NA,No,No,No,No
7195058735914519809,"The video showcases controlled demolitions of multiple tall buildings in an urban area. It starts with the demolition of a tall vertical building observed by a person in white. Two other buildings are then knocked down concurrently, creating dense clouds of dust. Various angles capture the buildings collapsing amidst construction equipment and other structures. The sequence includes a distant view of the collapses from inside a building and an aerial shot. The buildings have red signs with yellow text on them as they crumble. The overall sentiment is neutral, and no political or harmful content is present.",News,Saturated,"demolition, building collapse, controlled explosion, urban area, construction equipment, red signs, yellow text",,Neutral,None,Neutral,Intense,No,NA,NA,NA,No,No,No,No
7324688586807201070,"In the video, a person is sitting in an educational setting, likely a classroom, indicated by posters on the wall and books in the background. The text overlay provides context, suggesting that this person is a Special Education teacher attempting to understand what their student is writing. The audio transcript mentions a dream involving ketchup, mustard, and mayonnaise, indicating a discussion or a humorous anecdote, likely meant to lighten the mood. The tone appears to be casual and possibly light-hearted.",Education,Naturalistic,"teacher, Special Education, figure out, student, ketchup, mustard, mayonnaise",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7408631372044111135,,,,,,,,,,,,,,,,,
7289539647825382698,"In the video, a person is dancing enthusiastically in a kitchen. They are wearing a peach-colored blouse with a floral pattern and denim shorts. The individual is captured in mid-motion, with their arms raised and hands moving expressively. On the screen, there is a notable caption that reads, 'Me, with 0% Palestinian blood, standing 10 toes down with the people of Palestine' followed by a Palestinian flag emoji. The background is a typical kitchen setting with white cabinets, a microwave, a red decorative item, and a towel hanging on the side. The video aims to show support for the people of Palestine and includes a call to action with the Arabic phrase 'اشتركوا في القناة' which means 'Subscribe to the channel'. The tone is playful and supportive.",People & Blogs,Colorful,"Palestinian, support, dancing, kitchen, subscribe",,Unknown,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7340748820130647326,"The video features a news-like setting revealing a political angle in California's new $20 minimum wage law for fast food restaurants. It reveals that Panera Bread, a fast-food chain with bakeries, is exempt from this law due to a specific loophole. The speaker poses a provocative question about the law's fairness, suggesting a connection to Gavin Newsom's donor, Glenn Flynn, who owns two dozen Panera Bread locations in California. The speaker questions whether the exemption of Panera Bread from the $20 minimum wage law is influenced by Flynn's donations. The video ends with a humorous or sarcastic tone, as indicated by the text 'No comment.' and the speaker holding a sandwich from Panera Bread.","News, Politics",Aesthetically Pleasing,"California, $20 minimum wage, fast food, bakeries, Panera Bread, exemption, Gavin Newsom, Glenn Flynn, political influence, doners, humor, sarcasm",,Neutral,None,Neutral,Sarcastic,No,NA,NA,NA,No,No,No,No
7383460841204534534,"The video features a detailed process of extracting a screw embedded in a wood surface. Initially, several attempts are made using various tools like pliers and a green vise, which fail. A marker is then used to mark the screw, followed by grinding and cutting the screw with an angle grinder. The screw is partially cut and ground, and finally removed from the wood using the chiseled tool, completing the extraction process.","Outfit, Style, & Howto",Naturalistic,"screw, wood, pliers, vise, angle grinder, chisel",,Neutral,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7386716685945900320,"The video shows a moment at the Wimbledon tennis tournament where a well-dressed man in a suit and tie enters the Centre Court, receives a standing ovation from the crowd. A lady in a white suit is seen escorting and sitting him down. Throughout the video, individuals in the crowd are seen clapping, expressing their admiration. The atmosphere is respectful and appreciative.",Sports,Colorful,"Wimbledon, Centre Court, ovation, crowd, applause",Unknown,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7330776298576514347,"In the video, two individuals engage in a humorous and playful challenge using a game board to decide whether various topics are easy to spell, historically important, or useful body parts. They discuss words like 'Onomatopoeia,' 'Eyes,' 'Invention of the telephone,' and 'The Eagles,' reflecting on their usefulness or importance. The interactions are light-hearted and filled with laughter and banter, culminating in a comedic moment where they debate the fandom of 'The Eagles.' The overall mood is cheerful with a touch of competitiveness.",Comedy,Colorful,"onomatopoeia, easy to spell, hard to spell, useful body part, useless body part, eyes, invention of the telephone, the eagles, fandom, discussion, comedic",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,,No
7390133152670420266,"A young person with long dark hair and a black off-shoulder shirt stands in front of a camera in a dimly lit room. The shirt has white text and graphics, specifically a graphic of a dog with the text above. The person appears to be indoors, with a wooden cabinet and various decorative items, possibly souvenirs, in the background. The lighting is low, with some ambient light coming from the left side, casting shadows on the right side of the person's face. The video features an audio clip that discusses the nature of the sky, implying a connection between individual perspectives and common perceptions.",People & Blogs,Dark,"young person, long dark hair, black off-shoulder shirt, white text and graphics, dog graphic, dimly lit room, wooden cabinet, decorative items, souvenirs, low lighting, shadows, audio clip, sky perception",,NA,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7373916497896377617,,,,,,,,,,,,,,,,,
7390878944012045598,"The video is a lively and humorous fashion competition set in a gaming or social platform interface, where avatars compete to create the best 'Cover of Vogue' theme. Various avatars, each representing different fashion styles, are judged by the reactions of another character using a smartphone, which is accompanied by an enthusiastic and surprised commentary. Participants showcase a diversity of fashion styles, some of which are described by the commentators as'slay' or 'no slay'. The competition highlights humorous and critical opinions about fashion choices, with reactions ranging from awe to disbelief. It culminates in the announcement of winners, eliciting excitement and disbelief. The tone is cheerful, sarcastic, and filled with laughter and commentary.","Outfit, Style, & Howto",Colorful,"Vogue, fashion, competition, slay, commentary, judges, winners",,Neutral,None,Positive,"Cheerful, enthusiastic, sarcastic",No,NA,NA,NA,No,No,No,No
7303250453079280927,"The video is a promotional overview of the Air Tahiti Nui November Flash Sale, describing the 'Tiare Pass' that offers four round-trip tickets across various destinations like Tahiti, Paris, Auckland, and Tokyo. It highlights the $1,525 price of the pass, compares this to regular round-trip ticket prices, and notes the constraints of departing from specifically listed airports in the US. The sale is limited to 250 passes, available through a reservation center, and there is a time constraint for purchasing. The speaker invites viewers to share if they will buy the pass.",Travel & Events,Aesthetically Pleasing,"['Air Tahiti Nui', 'November Flash Sale', 'Tiare Pass', 'round-trip tickets', 'Auckland', 'Tokyo', 'Tahiti', 'Paris', '$1,525', 'sweet deal', 'limited availability', 'reservation center']",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7317028968568343850,The video offers advice on talking to girls without feeling shy or under pressure. The advice is to genuinely approach conversations without preoccupations like wanting to sleep with or date the girl. The message is that this approach helps reduce stress and makes communication easier.,Relationship,Naturalistic,"Girls, Shy, Talk, Advice, Sleep, Date, Stress, Easier, Approach",,Unknown,None,Neutral,Casual,No,NA,NA,NA,No,No,No,No
7361435694725696810,"An artist addresses her audience at a show, encouraging inclusivity and welcoming any attendees who came alone. She conducts a midset induction to help those feel safer and included. She acknowledges potential barriers like payment and appreciation for any online promotion. The artist seeks to induct two more people who had not previously been included. The video ends with a promotional graphic indicating her live set got nominated for an award, urging viewers to vote.","Music, Singing, & Dancing",Colorful,"headline show, friends, safety, VIP, inclusion, nomination, awards, vote",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7390820226562084139,"In a humorous and relatable scene, three young characters find the pool closed unexpectedly due to it being a Saturday. They learn that someone left a backpack with their important belongings in the lost and found. One character, upset about the lost items, reacts with frustration. The tone is light-hearted and playful, portraying a realistic situation of misunderstanding and disappointment on a weekend day.",Family,Colorful,"summer, pool, lost, found, backpack",,Neutral,None,Negative,Anger,No,NA,NA,NA,No,No,No,No
7331415226442730757,"The video features a dynamic performance by a group of dancers on a stage. The dancers are dressed in various stylish outfits with striking colors, and they perform a high-energy routine amidst a vibrant, changing backdrop of lights and patterns. The stage is set with a dynamic, colorful light show, enhancing the visual spectacle. The dancers execute synchronized choreography, with some solo moments where they showcase their rapping and singing skills. The audience is visible, engaged and enjoying the performance. The overall tone is energetic and upbeat, with a focus on music, dance, and visual aesthetics.","Music, Singing, & Dancing",Colorful,"performance, dance, music, singing, energy, vibrant, audience, lights",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7400109280008867114,"The video features a person discussing the importance of checking voter registration status for Democrats in certain states. They express urgency and stress the significance of the issue, indicating their dedication to the cause by showing a 'Hotties for Harris' t-shirt. The person uses strong, emphatic language to convey their message.",Politics,Colorful,"Democrats, voter registration, Tim Walz, Hotties for Harris",,Left,None,Neutral,Serious,No,NA,NA,NA,No,No,No,No
7297944147648924961,"The video provides a step-by-step guide on how to make Slow Cooker French Onion Soup. It shows ingredients being added to a slow cooker, cooking for eight to ten hours, grilling with bread, and shredded cheese for 8 minutes to create a cheesy soup. The video offers a home-cooked recipe, featuring the process of cooking French onion soup with a final dish ready to serve.",Food,Naturalistic,"Slow Cooker French Onion Soup, Onions, Butter, Salt, Garlic, Thyme, Brown Sugar, Worcestershire, Beef Stock, Bread, Cheese, High, 8 Hours",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7362216509206236449,"The video features a person humorously narrating a shopping trip, highlighting various products they purchased and placing playful text overlays on the items. The narrator interacts with the camera, shares items including cleaning products, snacks, toiletries, and beverages, and includes humorous text that suggests a personal narrative and playful tone.",Lifestyle,Colorful,"Shopping, products, humor, personal experience, text overlays",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7396760829498002720,"The video features a speaker discussing the irrationality of questioning why someone keeps physical books after reading them. The speaker asserts that they read both physical books and electronic versions and keep physical copies in their bookshelf as a trophy of accomplishment. They argue that it does not make sense to sell or give away books after reading them, as keeping them serves as a reminder and celebration of their reading journey. The speaker expresses frustration with being questioned about their hobby and the purpose behind obtaining multiple copies of books. The tone is serious and frustrated, with a touch of humor. The speaker's demeanor is passionate and engaged, using hand gestures to emphasize points.",People & Blogs,Aesthetically Pleasing,"reading, physical books, Kindle, bookshelf, hobby, reading trophies, books after reading",,Neutral,None,Neutral,Serious,No,NA,NA,NA,No,No,No,No
7307346522234998049,"The video features a woman with long black hair, sitting on a couch in a softly lit room. She is wearing a dark blue top and appears to be discussing her preference for watching 'The Kardashians.' The scene expresses a casual and cheerful tone as she explains her choice",Entertainment & Shows,Naturalistic,"Kardashians, watch, love",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7278695690522348843,"The video discusses people's reaction to MrBeast flying economy class, presenting an argument that his fortune is from his YouTube contributions rather than merely benefiting from his wealth. The speaker mentions Mr. Beast's net worth, estimated to be around $100 million, and highlights his generosity by reinvesting his earnings into his videos. The speaker encourages viewer engagement and challenges others to disprove the points made about MrBeast. The tone of the speaker is enthusiastic and supportive of MrBeast.",People & Blogs,Aesthetically Pleasing,"MrBeast, net worth, economy flight, YouTube content, generosity",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7395305751469772075,"The video shows a woman sitting in a car, addressing a comment on her social media that says 'Trump or Harris'. She jokes about selling her vote and asks viewers to send her their best offer on Instagram. The overall tone is humorous and casual.",Politics,Naturalistic,"['Trump', 'Harris', 'vote', 'sell', 'DM on Instagram']",,Unknown,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7368596585594359083,"The video discusses Germany's far-right party Alternative for Germany (AFD) being designated an extremist threat by the Federal Office for the Protection of the Constitution (BFV). This decision, marking the first since World War II, involves potential surveillance measures. Intelligence officers can wiretap AFD members and recruit informants to monitor extremism. The AFD is Germany's second most popular party and is heading into significant state elections, potentially forming governing coalitions. Despite their extremist designation, they maintain political viability.",Politics,Colorful,"['Germany', 'Alternative for Germany', 'AFD', 'Extremist', 'Surveillance', 'Federal Office for the Protection of the Constitution', 'BFV', 'Ruling coalition']",,Center,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7395616033127648554,"The video shows a person in a black shirt standing in a bedroom, talking about their experience with cortisol and its effects on their body. The person realizes that their face and belly fat was due to high cortisol levels after starting a berberine capsule. The tone of the video is serious and informative.",Beauty Care,Naturalistic,"berberine capsule, cortisol, face, belly fat, swollen face, stubborn belly fat, high cortisol",,Neutral,None,Neutral,Serious,No,NA,NA,NA,No,No,No,No
7376404436505136416,"The video humorously depicts a person interacting with a traffic warden who is dressed in uniform and holding paperwork. The warden is identified as 'Little Ms Jocelyn' and is shown performing her duties in London, focusing on issuing parking tickets. The setting appears to be a city street lined with cars and buildings, with a mix of modern and traditional architecture. The person is seen conversing with the warden and appears to be explaining a situation regarding parking. The tone is comedic, as indicated by the laughing emojis on the screen. The dialogue is meant to be entertaining and satirical, not reflecting the seriousness of the warden's role.",Entertainment & Shows,Colorful,"Little Ms Jocelyn, Traffic Warden, London, Sketch, Parking, Comedy",Unknown,Neutral,None,Neutral,Cheerful,No,NA,NA,NA,No,No,No,No
7347525697591725355,"The video presents a personal account discussing how Zionism is promoted to non-Israeli Jewish people. The speaker emphasizes marketing strategies, including the portrayal of Israel as the only safe haven for Jews, the use of propaganda during birthright trips, and the exclusion of historical and political contexts involving Palestinians. The speaker shares their own experiences and observations, highlighting issues like militarization, casual racism, and the isolation of those questioning Zionism within the Jewish community.",Politics,Colorful,"Zionism, Jewish, Israel, propaganda, birthright trip, racism, militarization, questioning, community, isolation, politics, marketing strategies",,Center,Misleading,Negative,Anger,No,NA,NA,NA,No,No,No,No
7344030729531067680,"The video features an interview with a male reporter and a female interviewee outside a building, discussing political topics related to housing, taxes, and CDU policies. The scene transitions to an indoor setting where the reporter speaks directly to the camera about meeting with a CDU politician named Philipp Amthor. The video continues to show interviews indoors with Amthor, discussing CDU's internal processes and difficulties in gaining access to their events. Overall, the video covers political commentary, criticism of the CDU's handling of policies, and challenges faced by the media in accessing political figures.","News, Politics",Naturalistic,"CDU, politician, Fabian Köster, housing, taxes, anti-poverty policy, budget 2024, Agrarfahrzeug, Fundamentalopposition",,Neutral,None,Negative,Angry,No,NA,NA,NA,No,No,No,No
7343145915886193926,"The video features an interview between a man in a red jacket and a woman in a brown leather jacket on a cobblestone street at night. The background reveals a busy urban setting with people walking by. The interviewer repeatedly asks the woman about her name and her shoes, indicating the interview is lighthearted and possibly humorous. She nervously responds, and the interviewer plays a prank, pretending to knock her over, which turns out to be part of the setup. They continue their interview while a group of children gathers around them, excitedly asking to take a picture with the interviewer, who happily agrees. The atmosphere remains playful.",Entertainment & Shows,Aesthetically Pleasing,"interview, street, red jacket, leather jacket, shoes, children, urban, street performance, microphone, urban environment, playful, cobblestone",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7388973620116180257,"This video shows a man named Jordan Bardella speaking at a podium, addressed by a crowd. The speech appears to be about political victories for the National Rally. The setting is indoors with a simple backdrop. Text on screen reiterates the quote, and a crowd, some holding French flags, captures the event with phones and cameras. Bardella is dressed in a formal suit.","News, Politics",Desaturated,"Jordan Bardella, political victory, speech, National Rally, France",,Right,None,Neutral,Neutral,No,NA,NA,NA,No,No,No,No
7323547689201765664,"The video features a person discussing their hypothetical Italian car collection, explaining each car they would like to have from Italy. The individual mentions the Ferrari Pro Sangue as a daily driver, the Ferrari Roma as a second choice, the Lamborghini Centenario as a supercar, the Ferrari LaFerrari as the hypercar, and the Ferrari 250 GTO as the classic car. The video showcases images of each car mentioned, emphasizing the diversity of the collection. The speaker's tone is enthusiastic and proud of their Italian car taste.",Autos & Vehicles,Colorful,"Italian cars, Ferrari, Lamborghini, Pro Sangue, Roma, Centenario, LaFerrari, 250 GTO, supercar, hypercar",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7348220196772990254,"The video provides a personal account of experiencing online censorship and restrictions on information access in China. The individual demonstrates the unavailability of major social media platforms, news sites, and VPNs. Despite the restrictions, they highlight certain aspects of daily life in China, such as the clean subway system, well-stocked supermarkets, and visible law enforcement. The speaker raises questions about the extent of control and hidden aspects of Chinese governance.","News, Politics",Colorful,"censorship, China, internet, VPN, firewalls, Facebook, Gmail, TikTok, Reddit, Wall Street Journal, CCTV, supermarkets, subway, law enforcement, government control",,Center,None,Neutral,Serious,No,NA,NA,NA,No,No,No,No
7341059462687509803,"The video discusses a controversial claim that Kate Middleton is sedated, locked in a tower, and held responsible by Camilla Parker, suggesting it's a conspiracy theory. The video includes images and scenes showing various public figures, some of which appear in formal events or official meetings, with a mix of indoor and outdoor settings. Some scenes feature individuals in ornate attire and others in casual or formal wear. The overall tone is suspicious and intense, indicating a dramatic or scandalous situation.",News,Colorful,"Kate Middleton, Camilla Parker, sedated, locked in a tower, conspiracy, responsible",,Unknown,Conspiracy,Negative,Intense,No,NA,NA,NA,No,No,No,No
7357877605581802795,"The video begins with a scene depicting a menacing black figure with large red eyes approaching in a narrow, poorly lit hallway, prompting someone to press a button on their device. The environment shifts to a sunlit urban area resembling Brookhaven in Roblox, showcasing a virtual game setting. This part of the video humorously captures players engaging in pranks. In the first scene, an NPC in Brookhaven instructs the player to 'equip a flashlight' to learn a secret. The scene transitions to a character with long brown hair, following another NPC in a black outfit and red-striped pants. Upon approaching, the NPC unexpectedly chases the player, with text conveying surprise. The player seems amused by the unexpected behavior, leading to further interactions with other NPCs in similar playful scenarios. The players continue their pranks as they navigate the game's environment, encountering and interacting with various characters under a lighthearted and humorous tone.",Gaming,Colorful,"Brookhaven, Roblox, prank, NPC, player, chase, humor, 3AM, town center",,Neutral,None,Negative,Funny,No,NA,NA,NA,No,No,No,No
7108772250320473349,"The video is a travel guide offering 5 unique activities to do in Paros, Greece. It highlights visiting Lefkes and Prodromos, using natural mud masks at Kalogeri beach, going to Laggeri beach for its nudist section, exploring the Paros Butterfly's Nature Reserve, and visiting Agios Fokas. The speaker also asks viewers if they would like a part two and encourages following for daily Greece travel tips. The tone is cheerful and enthusiastic.",Travel & Events,Colorful,"Paros, Lefkes, Prodromos, Kalogeri beach, natural mud mask, Laggeri beach, nudist beach, Butterfly Valley, Agios Fokas, Greece, travel tips",,Neutral,None,Positive,Cheerful,No,NA,NA,NA,No,No,No,No
7349908267742743854,"The speaker is discussing Donald Trump's political actions and influence on his legal situation, specifically a presidential immunity claim. The speaker expresses critical views on both Trump's presidency and his role as a client in legal matters. The speaker mentions Trump's statements and actions that negatively impact his defense team's efforts. Notable points include Trump undermining his own immigration claims and statements that could affect his clients' cases. The speaker argues that Trump not only has been a poor president but also the worst legal client. Trump's actions, such as making statements that contradict legal team efforts and discussing financial matters irrelevant to immunity claims, are highlighted. The speaker emphasizes the political and personal flaws in Trump's behavior and decision-making regarding his legal team.","News, Politics",Colorful,"['Donald Trump', 'legal team', 'presidential immunity claim', 'Jack Smith', 'prosecution', 'Truth Social', 'legal defense', 'worst president', 'worst client', 'financial']",,Right,None,Negative,Angry,No,NA,NA,NA,No,No,No,No
7362611852360174881,"The video begins with a black screen with Cyrillic text expressing disappointment and frustration about love turning out to be just a pretext for self-interest. The text mentions feeling it's getting boring and no longer believing in the other person. It describes the other person as a selfish, cold-hearted individual who deceives and breaks promises. The scene transitions to a nighttime driving scene with a car, showing the text 'It's over.' The overall tone is melancholic and accusatory.",Relationship,Dark,"Что, любовь, была, перестрелкой, душ, мне, стало, скучно, и, я, тебе, не, верю, ты, солнечный, рожник, пророчит, слезы, я, тебе, не, верю.",,Neutral,None,Negative,Melancholic,No,NA,NA,NA,No,No,No,No
7388205937036725537,"The video shows a person humorously trying to activate his 'Supacell power' (a game reference) while sitting in a truck, expressing frustration or disappointment. The text overlay suggests a humorous attempt at a game reference in a real-life situation.",Comedy,Naturalistic,"Supacell power, Amazon, driver, yellow warning sign, truck.",,Neutral,None,Neutral,Frustrated,No,NA,NA,NA,No,No,No,No
7368846954471640362,"The video features a person discussing the lack of understanding of solidarity among activists, particularly criticizing a notable example involving Dylan Mulvaney. The speaker points out that while Dylan Mulvaney advocates for trans rights, she has faced criticism for not speaking out on other issues like Palestine. The speaker argues that this demonstrates a superficial approach to activism and questions the priorities of influencers who focus on wealth and fame over genuine social issues. The overall tone is angry and frustrated.",Nonprofits & Activism,Naturalistic,"solidarity, activisim, Dylan Mulvaney, Palestine, trans rights, influencers, social issues",,Left,None,Negative,Angry,No,NA,NA,NA,No,No,No,No
7374137745364602155,"The video captures a conversation between a mother and her son inside a car. The mother advises her son to date someone who is interested in him, while the son responds, showing disinterest in such a type of partner. The tone is casual and parental.",Family,Bright,"Mom, advice, date, partner, disinterest",,Neutral,None,Neutral,Casual,No,NA,NA,NA,No,No,No,No
7273897683918621994,"The video begins with two football players from the University of Michigan named 'McCarthy' and 'Ito' walking down a tunnel. It transitions into a montage of scenes involving players in blue 'Michigan' apparel performing meditation, stretching, and getting ready for the game. The footage includes various shots of a football game against Rutgers, featuring 'McCarthy' as the main player, running with the ball, avoiding tackles, and celebrating touchdowns while cheered on by a massive crowd. The footage highlights 'McCarthy's' skill, speed, and determination as he scores several touchdowns. The atmosphere is lively, with cheering fans and a well-lit stadium. The video concludes with a black screen.",Sports,Colorful,"McCarthy, Michigan, Football, Game, Score, Touchdown",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7285324334934035745,The video shows a group of people gathered around a woman in a gym-like setting. A man in a plaid shirt expresses skepticism about a woman using the machine to enhance her attractiveness. The text overlay humorously comments on the woman's appearance while using the machine.,Entertainment & Shows,Naturalistic,"Me, around, my, butt, while, I'm, ovulating, machine, humor.",,Neutral,None,Neutral,Cheerful,No,NA,NA,NA,No,No,No,No
7374631394108181806,"The video shows a woman packing her belongings into a suitcase next to a neatly made bed. The text on the screen narrates a personal story: the woman's husband was brought to the USA at 4 and unlawfully entered as a DREAMER at 19. They got married in 2017, had a child in the USA, and moved to Mexico in 2020 after her husband's consulate appointment was denied. They recently returned to the USA with their daughter, highlighting the ongoing challenges they face in the US as undocumented parents.",Relationship,Bright,"Packing, husband, DREAMER, marriage, daughter, consulate appointment, undocumented, challenges, USA, Mexico",,Neutral,None,Negative,Serious,No,NA,NA,NA,No,No,No,No
7383627859803393313,"The video features Eric Zemmour speaking in an office setting, discussing political topics. He touches on themes of talent, political debates, and immigration issues, specifically highlighting Syrian and Iraqi youth. Zemmour suggests that a political match between France and Algeria would be a significant challenge. His tone is serious and contemplative as he discusses the complexities and challenges faced by these populations in France.",Politics,Desaturated,"Eric Zemmour, Talent, Political Debate, Immigration, France-Algeria, French Youth, Syrian, Iraqi, Challenge, Reality",,Neutral,None,Neutral,Serious,No,NA,NA,NA,No,No,No,No
7362157037511396613,"A woman unpacks multiple online shopping packages containing various cosmetic and personal care items from Kora and Victoria's Secret. The video includes the unboxing of beauty products from different brands, highlighting the prices and quantities of some items. The creator shows the items one by one, sharing her excitement and satisfaction with the purchases. The focus is on beauty and personal care, specifically on cosmetic products from different brands, unboxing, and showcasing the items. The tone of the video is cheerful and enthusiastic about the shopping experience and the cosmetic products received.",Beauty Care,Colorful,"['unboxing', 'cosmetics', 'makeup', 'skincare', 'buying online', 'purchases', 'shopping', 'Kora', ""Victoria's Secret"", 'beauty products', 'cosmetics review', 'personal care']",,Neutral,None,Positive,Enthusiastic,No,NA,NA,NA,No,No,No,No
7366011789085035809,"In the video, a man in a dark suit and purple tie with a cane stands at a podium addressing an audience. He thanks someone for their support and contributions over the years. The man on the podium is later joined by another man also in a dark suit. The two shake hands, indicating a passing of authority or partnership. The backdrop includes a blue screen with text that translates to 'We will continue to act. In commitment.' Multiple 'CDU' logos suggest a political setting, likely related to the Christian Democratic Union of Germany, a major political party. The scene appears to be a formal event, possibly a political conference or party event, with the attendees likely being party members or supporters.",Politics,Aesthetically Pleasing,"politics, CDU, podium, support, handshake, Germany, party event",,Center,None,Positive,Sarcastic,No,NA,NA,NA,No,No,No,No
7335427690708651272,,,,,,,,,,,,,,,,,
